Frame;time;X1;Y1;Z1;X2;Y2;Z2;X3;Y3;Z3
183;1.83;0.037541;0.149334;0.034447;0.196242;0.148545;-0.139166;0.412479;0.767832;0.429571
184;1.84;0.03949;0.149355;0.036081;0.198054;0.148596;-0.137579;0.413661;0.767265;0.433456
185;1.85;0.041377;0.149226;0.037729;0.199852;0.148687;-0.135753;0.414861;0.766682;0.437296
186;1.86;0.043039;0.149223;0.039453;0.201595;0.14865;-0.134076;0.416131;0.766193;0.440921
187;1.87;0.044845;0.149271;0.041162;0.203689;0.148638;-0.13251;0.417309;0.765785;0.444415
188;1.88;0.046808;0.149303;0.042839;0.205465;0.148678;-0.130815;0.418361;0.7656;0.448155
189;1.89;0.048668;0.149211;0.044573;0.207301;0.14871;-0.129078;0.419469;0.765475;0.451673
190;1.9;0.050612;0.149375;0.046281;0.209101;0.148616;-0.127286;0.420769;0.76539;0.455168
191;1.91;0.052594;0.149354;0.047949;0.210909;0.148675;-0.125732;0.421919;0.765467;0.458288
192;1.92;0.054415;0.149224;0.049671;0.212838;0.148568;-0.124158;0.423253;0.765451;0.461699
193;1.93;0.056303;0.149202;0.051436;0.214562;0.148607;-0.12249;0.424401;0.765619;0.464906
194;1.94;0.058149;0.14932;0.053174;0.216382;0.148543;-0.120733;0.425691;0.765813;0.468156
195;1.95;0.06021;0.149339;0.054921;0.21826;0.148688;-0.119065;0.427202;0.766129;0.471206
196;1.96;0.06198;0.149217;0.056677;0.22004;0.148766;-0.117255;0.428749;0.766604;0.474129
197;1.97;0.06374;0.149311;0.058387;0.221818;0.148732;-0.115564;0.430421;0.767185;0.477084
198;1.98;0.065726;0.14923;0.060171;0.223915;0.148693;-0.113915;0.43207;0.767432;0.479872
199;1.99;0.067694;0.149187;0.061948;0.225804;0.148753;-0.112226;0.43387;0.767833;0.48277
200;2;0.069623;0.149158;0.063831;0.227663;0.148722;-0.110467;0.43528;0.768285;0.485622
201;2.01;0.071555;0.149242;0.065585;0.229541;0.148641;-0.108618;0.4371;0.768606;0.488533
202;2.02;0.073569;0.149154;0.067379;0.231428;0.148819;-0.106726;0.438882;0.769028;0.491288
