Frame;time;X1;Y1;Z1;X2;Y2;Z2;X3;Y3;Z3
207;2.070000;-0.020769;0.796260;-0.010124;-0.262804;0.149601;-0.441187;-0.420229;0.149116;-0.276915
208;2.080000;-0.020836;0.796308;-0.010110;-0.262806;0.149609;-0.441187;-0.420175;0.149032;-0.276835
209;2.090000;-0.020885;0.796320;-0.010057;-0.262804;0.149606;-0.441183;-0.420188;0.149028;-0.276849
210;2.100000;-0.020966;0.796330;-0.010010;-0.262822;0.149605;-0.441198;-0.420204;0.149021;-0.276866
211;2.110000;-0.021035;0.796380;-0.009936;-0.262790;0.149600;-0.441203;-0.420255;0.149084;-0.276960
212;2.120000;-0.021110;0.796407;-0.009943;-0.262798;0.149599;-0.441189;-0.420227;0.149095;-0.276956
213;2.130000;-0.021165;0.796432;-0.009914;-0.262797;0.149607;-0.441173;-0.420228;0.149094;-0.276942
214;2.140000;-0.021229;0.796466;-0.009903;-0.262812;0.149596;-0.441188;-0.420220;0.149079;-0.276914
215;2.150000;-0.021315;0.796492;-0.009915;-0.262792;0.149601;-0.441185;-0.420207;0.149063;-0.276943
216;2.160000;-0.021397;0.796539;-0.009953;-0.262806;0.149619;-0.441183;-0.420221;0.149081;-0.276931
217;2.170000;-0.021494;0.796559;-0.009957;-0.262804;0.149618;-0.441189;-0.420212;0.149084;-0.276937
218;2.180000;-0.021568;0.796580;-0.009931;-0.262785;0.149615;-0.441184;-0.420209;0.149098;-0.276936
219;2.190000;-0.021666;0.796595;-0.009935;-0.262810;0.149618;-0.441183;-0.420208;0.149096;-0.276917
220;2.200000;-0.021756;0.796636;-0.009955;-0.262796;0.149627;-0.441182;-0.420211;0.149091;-0.276937
221;2.210000;-0.021855;0.796688;-0.009994;-0.262793;0.149624;-0.441187;-0.420199;0.149081;-0.276915
222;2.220000;-0.021975;0.796733;-0.010002;-0.262792;0.149608;-0.441197;-0.420197;0.149094;-0.276926
223;2.230000;-0.022061;0.796780;-0.010061;-0.262786;0.149629;-0.441201;-0.420197;0.149075;-0.276924
224;2.240000;-0.022170;0.796802;-0.010109;-0.262788;0.149630;-0.441193;-0.420203;0.149080;-0.276937
225;2.250000;-0.022243;0.796850;-0.010178;-0.262790;0.149637;-0.441192;-0.420213;0.149100;-0.276927
226;2.260000;-0.022377;0.796879;-0.010238;-0.262791;0.149638;-0.441193;-0.420198;0.149076;-0.276946
227;2.270000;-0.022468;0.796908;-0.010310;-0.262785;0.149616;-0.441186;-0.420198;0.149063;-0.276948
228;2.280000;-0.022557;0.796946;-0.010353;-0.262802;0.149633;-0.441209;-0.420176;0.149075;-0.276925
229;2.290000;-0.022641;0.796969;-0.010437;-0.262797;0.149616;-0.441189;-0.420187;0.149080;-0.276925
230;2.300000;-0.022737;0.796970;-0.010465;-0.262793;0.149610;-0.441202;-0.420194;0.149094;-0.276901
231;2.310000;-0.022813;0.796975;-0.010531;-0.262799;0.149622;-0.441188;-0.420211;0.149063;-0.276921
232;2.320000;-0.022870;0.796970;-0.010575;-0.262808;0.149614;-0.441187;-0.420215;0.149074;-0.276922
233;2.330000;-0.022930;0.796966;-0.010629;-0.262790;0.149621;-0.441194;-0.420184;0.149079;-0.276902
234;2.340000;-0.022981;0.796956;-0.010661;-0.262800;0.149626;-0.441194;-0.420208;0.149078;-0.276907
235;2.350000;-0.022996;0.796942;-0.010721;-0.262782;0.149608;-0.441184;-0.420198;0.149063;-0.276912
236;2.360000;-0.023010;0.796926;-0.010755;-0.262793;0.149622;-0.441185;-0.420190;0.149075;-0.276913
